name,state,id,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total
Delaware Technical Community College: Jack F. Owens Campus,Delaware,10,Public,2 Year,NA,4855,4855,11583,11583
Delaware Technical Community College: Stanton/Wilmington Campus,Delaware,10,Public,2 Year,NA,4855,4855,11583,11583
Delaware Technical Community College: Terry Campus,Delaware,10,Public,2 Year,NA,4855,4855,11583,11583
Delaware Valley University,Pennsylvania,30,Private,4 Year,14340,39440,53780,39440,53780
Delgado Community College,Louisiana,49,Public,2 Year,NA,4079,4079,5154,5154
Delta College,Michigan,26,Public,2 Year,NA,3400,3400,10870,10870
Delta State University,Mississippi,31,Public,4 Year,7722,7246,14968,7246,14968
Denison University,Ohio,33,Private,4 Year,12710,54860,64670,54860,64670
Denmark Technical College,South Carolina,28,Public,2 Year,4024,5400,9424,9150,13214
DePaul University,Illinois,36,Private,4 Year,14235,39975,54380,39975,54380
DePauw University,Indiana,42,Private,4 Year,13020,49704,62724,49704,62724
Des Moines Area Community College,Iowa,34,Public,2 Year,7302,4710,12012,9420,16722
DeSales University,Pennsylvania,30,Private,4 Year,12800,37600,50400,37600,50400
Design Institute of San Diego,California,6,For Profit,4 Year,NA,23860,23860,23860,23860
Diablo Valley College,California,6,Public,2 Year,NA,1390,1390,9160,9160
Dickinson College,Pennsylvania,30,Private,4 Year,13698,54661,68359,54661,68359
Dickinson State University,North Dakota,53,Public,4 Year,6898,6765,13663,9544,16442
DigiPen Institute of Technology,Washington,44,For Profit,4 Year,NA,30350,30350,30350,30350
Dillard University,Louisiana,49,Private,4 Year,10100,49099,28489,49099,28489
Dine College,Arizona,4,Public,2 Year,4610,1410,6020,1410,6020
Divine Word College,Iowa,34,Private,4 Year,3700,13485,21495,13485,21495
Dixie State University,Utah,55,Public,4 Year,6328,5253,11581,15051,38379
Doane University,Nebraska,50,Private,4 Year,9400,33800,43200,33800,43200
Dodge City Community College,Kansas,16,Public,2 Year,6650,2840,9490,3680,10330
Dominican College of Blauvelt,New York,25,Private,4 Year,13150,29000,43850,29000,43850
Dominican University,Illinois,36,Private,4 Year,10241,33434,43675,33434,43675
Dominican University of California,California,6,Private,4 Year,14810,45850,60660,45850,60660
Dona Ana Community College of New Mexico State University,New Mexico,19,Public,2 Year,NA,2176,2176,5664,5664
Donnelly College,Kansas,16,Private,2 Year,NA,9000,9000,9000,9000
Dordt College,Iowa,34,Private,4 Year,9590,30870,40460,30870,40460
Drake University,Iowa,34,Private,4 Year,10528,41396,54824,41396,54824
Drew University,New Jersey,45,Private,4 Year,14108,39500,53608,39500,53608
Drexel University,Pennsylvania,30,Private,4 Year,14079,53279,67358,53279,67358
Drury University,Missouri,47,Private,4 Year,8096,28365,36461,28365,36461
Duke University,North Carolina,29,Private,4 Year,15218,55695,70873,55695,70873
Duquesne University,Pennsylvania,30,Private,4 Year,12586,38218,50764,38218,50764
Durham Technical Community College,North Carolina,29,Public,2 Year,NA,2372,2372,8132,8132
Dutchess Community College,New York,25,Public,2 Year,11549,4404,15922,8268,48786
Dyersburg State Community College,Tennessee,37,Public,2 Year,NA,4235,4235,16523,16523
Earlham College,Indiana,42,Private,4 Year,10400,46450,56850,46450,56850
East Arkansas Community College,Arkansas,5,Public,2 Year,NA,2880,2880,3720,3720
East Carolina University,North Carolina,29,Public,4 Year,9606,7498,16794,23465,33071
East Central College,Missouri,47,Public,2 Year,NA,3240,3240,6120,6120
East Central Community College,Mississippi,31,Public,2 Year,3830,2870,6700,4970,8800
East Central University,Oklahoma,78,Public,4 Year,5514,6810,12324,21700,23384
East Georgia State College,Georgia,12,Public,2 Year,9084,3666,12750,11412,20496
East Los Angeles College,California,6,Public,2 Year,NA,1404,1404,8934,8934
East Mississippi Community College,Mississippi,31,Public,2 Year,4800,3440,8240,6440,11240
East Stroudsburg University of Pennsylvania,Pennsylvania,30,Public,4 Year,9700,11084,20784,23516,33386
East Tennessee State University,Tennessee,37,Public,4 Year,8472,9277,21749,28459,36931
East Texas Baptist University,Texas,23,Private,4 Year,9079,26370,35449,26370,35449
East-West University,Illinois,36,Private,4 Year,NA,20970,20970,20970,20970
Eastern Arizona College,Arizona,4,Public,2 Year,6790,2700,9490,8700,15490
Eastern Connecticut State University,Connecticut,9,Public,4 Year,13560,11356,24916,22596,36156
Eastern Florida State College,Florida,11,Public,2 Year,NA,3140,3140,12483,12483
Eastern Gateway Community College,Ohio,33,Public,2 Year,NA,4040,4040,7280,7280
Eastern Illinois University,Illinois,36,Public,4 Year,9882,14903,38685,14023,23905
Eastern International College,New Jersey,45,For Profit,2 Year,NA,9000,9000,9000,9000
Eastern Kentucky University,Kentucky,21,Public,4 Year,9049,9296,49314,48074,28092
Eastern Maine Community College,Maine,48,Public,2 Year,8930,3816,12746,6636,15566
Eastern Mennonite University,Virginia,27,Private,4 Year,11160,37100,48260,37100,48260
Eastern Michigan University,Michigan,26,Public,4 Year,9854,13959,23813,13959,23813
Eastern Nazarene College,Massachusetts,38,Private,4 Year,9624,25598,35222,25598,35222
Eastern New Mexico University,New Mexico,19,Public,4 Year,7162,6206,13368,8128,15290
Eastern New Mexico University: Roswell,New Mexico,19,Public,2 Year,NA,2256,2256,5616,5616
Eastern Oklahoma State College,Oklahoma,78,Public,2 Year,5777,4697,10474,8314,14091
Eastern Oregon University,Oregon,54,Public,4 Year,10040,8679,49748,20739,30779
Eastern Shore Community College,Virginia,27,Public,2 Year,NA,4800,4800,10728,10728
Eastern University,Pennsylvania,30,Private,4 Year,11254,33122,44376,33122,44376
Eastern Washington University,Washington,44,Public,4 Year,12793,7323,20116,24444,37237
Eastern West Virginia Community and Technical College,West Virginia,32,Public,2 Year,NA,5160,5160,8651,8651
Eastern Wyoming College,Wyoming,18,Public,2 Year,6320,3096,9416,7608,13928
Eastfield College,Texas,23,Public,2 Year,NA,2170,2170,5220,5220
Eastman School of Music of the University of Rochester,New York,25,Private,4 Year,15862,54584,70446,54584,70446
Ecclesia College,Arkansas,5,Private,4 Year,5810,15140,20950,15140,20950
Eckerd College,Florida,11,Private,4 Year,12588,44540,57128,44540,57128
ECPI University,Virginia,27,For Profit,4 Year,NA,16764,16764,16764,16764
Edgecombe Community College,North Carolina,29,Public,2 Year,NA,2757,2757,8901,8901
Edgewood College,Wisconsin,35,Private,4 Year,11020,29500,40520,29500,40520
EDIC College,NA,41,For Profit,2 Year,NA,7065,7065,7065,7065
Edinboro University of Pennsylvania,Pennsylvania,30,Public,4 Year,9408,10543,48951,15062,24470
Edison State Community College,Ohio,33,Public,2 Year,NA,4699,4699,8608,8608
Edmonds Community College,Washington,44,Public,2 Year,7400,4471,14971,4471,14971
EDP University of Puerto Rico: San Sebastian,NA,41,For Profit,4 Year,NA,5940,5940,5940,5940
Edward Waters College,Florida,11,Private,4 Year,7282,13725,38007,13725,38007
El Camino College,California,6,Public,2 Year,NA,1448,1448,9548,9548
El Centro College,Texas,23,Public,2 Year,NA,2170,2170,5220,5220
El Paso Community College,Texas,23,Public,2 Year,NA,3540,3540,6060,6060
Elgin Community College,Illinois,36,Public,2 Year,NA,3972,3972,14946,14946
Elizabeth City State University,North Carolina,29,Public,4 Year,8840,3484,12034,7484,16034
Elizabethtown College,Pennsylvania,30,Private,4 Year,11370,46940,58310,46940,58310
Elizabethtown Community and Technical College,Kentucky,21,Public,2 Year,NA,5310,5310,49000,49000
Ellsworth Community College,Iowa,34,Public,2 Year,5970,5970,14840,7140,13110
Elmhurst College,Illinois,36,Private,4 Year,10366,37055,47438,37055,47438
Elmira Business Institute,New York,25,For Profit,2 Year,NA,14850,14850,14850,14850
Elmira Business Institute: Vestal,New York,25,For Profit,2 Year,NA,14850,14850,14850,14850
Elmira College,New York,25,Private,4 Year,12000,44800,53900,44800,53900
Elms College,Massachusetts,38,Private,4 Year,13108,35788,48896,35788,48896
Elon University,North Carolina,29,Private,4 Year,12230,35348,47549,35348,47549
Embry-Riddle Aeronautical University: Daytona Beach Campus,Florida,11,Private,4 Year,11438,35814,47252,35814,47252
Embry-Riddle Aeronautical University: Prescott Campus,Arizona,4,Private,4 Year,11394,35654,47048,35654,47048
Embry-Riddle Aeronautical University: Worldwide Campus,Florida,11,Private,4 Year,NA,9360,9360,9360,9360
Emerson College,Massachusetts,38,Private,4 Year,21690,46852,64542,46852,64542
Emmanuel College,Georgia,12,Private,4 Year,8136,20292,28428,20292,28428
Emmanuel College,Massachusetts,38,Private,4 Year,14994,39804,54798,39804,54798
Emmaus Bible College,Iowa,34,Private,4 Year,8500,49400,26900,49400,26900
Emory & Henry College,Virginia,27,Private,4 Year,13800,35135,47235,35135,47235
Emory University,Georgia,12,Private,4 Year,14456,51306,65762,51306,65762
Empire College,California,6,For Profit,2 Year,NA,11070,11070,11070,11070
Emporia State University,Kansas,16,Public,4 Year,8912,6758,15670,20675,29587
Endicott College,Massachusetts,38,Private,4 Year,15726,33050,48776,33050,48776
Enterprise State Community College,Alabama,1,Public,2 Year,NA,4500,4500,8130,8130
Erie Community College,New York,25,Public,2 Year,NA,5686,5686,10586,10586
Erskine College,South Carolina,28,Private,4 Year,10900,34560,45460,34560,45460
Escuela de Artes Plasticas de Puerto Rico,NA,41,Public,4 Year,NA,4002,4002,6702,6702
Essex County College,New Jersey,45,Public,2 Year,NA,4995,4995,8790,8790
Estrella Mountain Community College,Arizona,4,Public,2 Year,NA,2580,2580,9810,9810
ETI Technical College of Niles,Ohio,33,For Profit,2 Year,NA,10653,10653,10653,10653
Eugene Lang College The New School for Liberal Arts,New York,25,Private,4 Year,49000,48481,66481,48481,66481
Eureka College,Illinois,36,Private,4 Year,9620,25390,35010,25390,35010
Evangel University,Missouri,47,Private,4 Year,8522,23296,34949,23296,34949
Everett Community College,Washington,44,Public,2 Year,8500,4421,12921,4421,12921
Everglades University,Florida,11,Private,4 Year,NA,21145,21145,21145,21145
Evergreen State College,Washington,44,Public,4 Year,11346,7949,48295,26459,37805
Evergreen Valley College,California,6,Public,2 Year,NA,1416,1416,8526,8526
Fairfield University,Connecticut,9,Private,4 Year,14710,48350,63060,48350,63060
Fairleigh Dickinson University: College at Florham,New Jersey,45,Private,4 Year,13392,42649,56010,42649,56010
Fairleigh Dickinson University: Metropolitan Campus,New Jersey,45,Private,4 Year,13348,40236,53584,40236,53584
Fairmont State University,West Virginia,32,Public,4 Year,9004,7514,16549,16324,25328
Faith Baptist Bible College and Theological Seminary,Iowa,34,Private,4 Year,6800,16876,23676,16876,23676
Family of Faith College,Oklahoma,78,Private,4 Year,2400,6400,8800,6400,8800
Fashion Institute of Technology,New York,25,Public,4 Year,14480,5740,20220,15520,30000
Faulkner University,Alabama,1,Private,4 Year,7750,38690,29440,38690,29440
Fayetteville State University,North Carolina,29,Public,4 Year,8236,4915,13151,16523,24759
Fayetteville Technical Community College,North Carolina,29,Public,2 Year,NA,2392,2392,8152,8152
Feather River College,California,6,Public,2 Year,5350,1461,6811,8511,13861
Felician University,New Jersey,45,Private,4 Year,12880,34315,47485,34315,47485
Ferris State University,Michigan,26,Public,4 Year,9894,12630,22524,12630,22524
Ferrum College,Virginia,27,Private,4 Year,11500,34215,45675,34215,45675
Fiath International University,Washington,44,Private,4 Year,NA,7650,7650,7650,7650
Finger Lakes Community College,New York,25,Public,2 Year,9737,5158,14895,7450,21497
Finlandia University,Michigan,26,Private,4 Year,8800,22758,31558,22758,31558
Fisher College,Massachusetts,38,Private,4 Year,15926,31384,47310,31384,47310
Fisk University,Tennessee,37,Private,4 Year,10790,38480,32270,38480,32270
Fitchburg State University,Massachusetts,38,Public,4 Year,10922,10355,38277,16435,27357
Five Towns College,New York,25,For Profit,4 Year,12820,38640,34460,38640,34460
Flagler College,Florida,11,Private,4 Year,11340,49950,30290,49950,30290
Flathead Valley Community College,Montana,22,Public,2 Year,NA,4638,4638,12178,12178
Florence-Darlington Technical College,South Carolina,28,Public,2 Year,NA,5540,5540,8380,8380
Florida Agricultural and Mechanical University,Florida,11,Public,4 Year,10594,5827,16438,21768,28362
Florida Atlantic University,Florida,11,Public,4 Year,14996,6039,21935,38595,33491
Florida College,Florida,11,Private,4 Year,8370,21142,25512,21142,25512
Florida Gateway College,Florida,11,Public,2 Year,NA,3100,3100,12147,12147
Florida Gulf Coast University,Florida,11,Public,4 Year,10156,6149,16274,25162,35349
Florida Institute of Technology,Florida,11,Private,4 Year,12880,44950,54730,44950,54730
Florida International University,Florida,11,Public,4 Year,10882,6558,21440,49956,29838
Florida Keys Community College,Florida,11,Public,2 Year,10200,3277,13477,13162,23362
Florida Memorial University,Florida,11,Private,4 Year,7816,15536,23352,15536,23352
Florida National University,Florida,11,For Profit,2 Year,NA,13800,13800,13800,13800
Florida Southern College,Florida,11,Private,4 Year,11650,36348,47998,36348,47998
Florida SouthWestern State College,Florida,11,Public,2 Year,9000,3401,12401,13944,22944
Florida State College at Jacksonville,Florida,11,Public,2 Year,NA,3146,3146,12038,12038
Florida State University,Florida,11,Public,4 Year,10816,6516,21332,38683,32499
Folsom Lake College,California,6,Public,2 Year,NA,1450,1450,9580,9580
Fond du Lac Tribal and Community College,Minnesota,24,Public,2 Year,3598,5258,8856,5258,8856
Fontbonne University,Missouri,47,Private,4 Year,10530,26340,36870,26340,36870
Foothill College,California,6,Public,2 Year,NA,1499,1499,9448,9448
Fordham University,New York,25,Private,4 Year,21969,52687,70656,52687,70656
Forrest Junior College,South Carolina,28,For Profit,2 Year,NA,8700,8700,8700,8700
Forsyth Technical Community College,North Carolina,29,Public,2 Year,NA,2446,2446,8206,8206
Fort Hays State University,Kansas,16,Public,4 Year,8300,5133,13433,15201,23501
Fort Lewis College,Colorado,8,Public,4 Year,9878,9040,49949,48696,29574
Fort Peck Community College,Montana,22,Public,2 Year,6075,2520,8595,2520,8595
Fort Scott Community College,Kansas,16,Public,2 Year,5770,2880,8650,3330,9100
Fort Valley State University,Georgia,12,Public,4 Year,8372,6664,15036,48740,28112
Fox Valley Technical College,Wisconsin,35,Public,2 Year,NA,4565,4565,6578,6578
Framingham State University,Massachusetts,38,Public,4 Year,12306,10335,22641,16415,28738
Francis Marion University,South Carolina,28,Public,4 Year,7948,11160,48108,38544,29492
Franciscan University of Steubenville,Ohio,33,Private,4 Year,8500,27630,36130,27630,36130
Frank Phillips College,Texas,23,Public,2 Year,5040,2838,7878,3850,8890
Franklin & Marshall College,Pennsylvania,30,Private,4 Year,14050,56750,70800,56750,70800
Franklin College,Indiana,42,Private,4 Year,9946,32010,44856,32010,44856
Franklin Pierce University,New Hampshire,NH,Private,4 Year,13345,36900,50245,36900,50245
Franklin University,Ohio,33,Private,4 Year,NA,15805,15805,15805,15805
Franklin W. Olin College of Engineering,Massachusetts,38,Private,4 Year,16300,53736,70036,53736,70036
Frederick Community College,Maryland,20,Public,2 Year,NA,4457,4457,11627,11627
Freed-Hardeman University,Tennessee,37,Private,4 Year,8260,24850,30380,24850,30380
Fremont College,California,6,For Profit,2 Year,NA,36400,36400,36400,36400
Fresno City College,California,6,Public,2 Year,NA,1420,1420,9160,9160
Fresno Pacific University,California,6,Private,4 Year,8676,31452,40128,31452,40128
Friends University,Kansas,16,Private,4 Year,7972,28415,36387,28415,36387
Front Range Community College,Colorado,8,Public,2 Year,NA,3986,3986,15074,15074
Frostburg State University,Maryland,20,Public,4 Year,10202,9212,48374,22892,33094
Fullerton College,California,6,Public,2 Year,NA,1445,1445,9495,9495
Fulton-Montgomery Community College,New York,25,Public,2 Year,14970,5460,21330,10060,24830
Furman University,South Carolina,28,Private,4 Year,12712,49532,62244,49532,62244
Gadsden State Community College,Alabama,1,Public,2 Year,3600,4800,8400,8430,12030
Gallaudet University,NA,40,Private,4 Year,14100,21038,31138,21038,31138
Galveston College,Texas,23,Public,2 Year,NA,2050,2050,4600,4600
Gannon University,Pennsylvania,30,Private,4 Year,12650,33836,44786,33836,44786
Garden City Community College,Kansas,16,Public,2 Year,5450,3120,8570,3690,9140
Gardner-Webb University,North Carolina,29,Private,4 Year,10390,31220,41610,31220,41610
